paper_id,title,reference,venue,year,n_citation,author
913,A New Method for Signal and Image Analysis: The Square Wave Method,-1,arXiv: Numerical Analysis,2015,0,Osvaldo Skliar
914,Automatic test data generation based on reduced adaptive particle swarm optimization algorithm,-1,Neurocomputing,2015,50,Shujuan Jiang
915,Multi-objective genetic algorithm as channel selection method for P300 and motor imagery data set,-1,Neurocomputing,2015,12,Chea-Yau Kee
916,Estimation of Beauty Contest Auctions,-1,Marketing Science,2015,1,Hema Yoganarasimhan
917,Inferring loneliness levels in older adults from smartphones,-1,ambient intelligence,2015,6,Wendy Sanchez
918,Partial path extension scheme for mobile content source in content-centric networking (CCN),-1,Eurasip Journal on Wireless Communications and Networking,2015,2,Jihoon Lee
920,Keyboard or keylogger?: A security analysis of third-party keyboards on Android,-1,conference on privacy security and trust,2015,2,Junsung Cho
923,Memory Models for Behavioral Modeling and Digital Predistortion of Envelope Tracking Power Amplifiers,-1,Microprocessors and Microsystems,2015,1,Felice Francesco Tafuri
925,Learning to Track Multiple Targets,-1,IEEE Transactions on Neural Networks,2015,18,Xiao Liu
926,A Region-Based GeneSIS Segmentation Algorithm for the Classification of Remotely Sensed Images,-1,Remote Sensing,2015,4,Stelios K. Mylonas
928,Effect of Heredity and Sparsity on Second-Order Screening Design Performance,-1,Quality and Reliability Engineering International,2015,50,Shane Dougherty
929,MStoryG: Exploring Serendipitous Storytelling Within High Anxiety Public Spaces,-1,international conference on human-computer interaction,2015,0,Clinton Jorge
931,When Virtual Meets Physical at the Edge: A Field Study on Datacenters' Virtual Traffic,-1,measurement and modeling of computer systems,2015,8,Robert Birke
932,Dynamic Pricing and Inventory Management Under Fluctuating Procurement Costs,-1,Manufacturing & Service Operations Management,2015,0,Guang Xiao
933,Understanding software through linguistic abstraction,-1,Science of Computer Programming,2015,50,Eelco Visser
934,C3: Lightweight Incrementalized MCMC for Probabilistic Programs using Continuations and Callsite Caching,-1,arXiv: Artificial Intelligence,2015,5,Daniel Ritchie
935,Information status marking in spontaneous vs. read speech in story-telling tasks - Evidence from intonation analysis using GToBI,-1,Journal of Phonetics,2015,50,Laura E. de Ruiter
936,Comparative Transcriptomes and EVO-DEVO Studies Depending on Next Generation Sequencing.,-1,Computational and Mathematical Methods in Medicine,2015,2,Tiancheng Liu
937,Performance and Ergonomics of Touch Surfaces: A Comparative Study using Biomechanical Simulation,-1,human factors in computing systems,2015,50,Myroslav Bachynskyi
938,Respondent-driven sampling bias induced by clustering and community structure in social networks,-1,arXiv: Applications,2015,0,Luis E. C. Rocha
939,Is That Twitter Hashtag Worth Reading,-1,arXiv: Social and Information Networks,2015,50,A. Anusha
940,Multicriteria decision support for the evaluation of agricultural units in Greece,-1,Operational Research,2015,2,Athanasios Valiakos
941,Sliding Box Method for Automated Detection of the Optic Disc and Macula in Retinal Images,-1,international conference on bioinformatics and biomedical engineering,2015,50,Dan Popescu
942,A hybridized iterative algorithm of the BiCORSTAB and GPBiCOR methods for solving non-Hermitian linear systems,-1,Computers & Mathematics With Applications,2015,4,Xian-Ming Gu
944,Brief Announcement: Distributed Single-Source Reachability,-1,principles of distributed computing,2015,0,Mohsen Ghaffari
945,DAPPER: a data-mining resource for protein-protein interactions,-1,Biodata Mining,2015,3,Syed Haider
946,DESPOTA: DEndrogram Slicing through a PemutatiOn Test Approach,-1,Journal of Classification,2015,5,Dario Bruzzese
947,Resilient Disaster Network Based on Software Defined Cognitive Wireless Network Technology,-1,Mobile Information Systems,2015,1,Goshi Sato
948,How everyday language can and will boost effective information retrieval,-1,Journal of the Association for Information Science and Technology,2015,7,Eduard Hoenkamp
949,Kangaroo Methods for Solving the Interval Discrete Logarithm Problem,-1,arXiv: Number Theory,2015,0,Alex Fowler
950,Performance Analysis of the Ironless Inductive Position Sensor in the Large Hadron Collider Collimators Environment,-1,Sensors,2015,0,Alessandro Danisi
951,Experimental Estimation of Number of Clusters Based on Cluster Quality,-1,arXiv: Information Retrieval,2015,0,G. Hannah Grace
952,Formation games of reliable networks,-1,international conference on computer communications,2015,4,Eli A. Meirom
953,Achieving Secrecy Without Knowing the Number of Eavesdropper Antennas,-1,IEEE Transactions on Wireless Communications,2015,4,Biao He
954,Forked and integrated variants in an open-source firmware project,-1,international conference on software maintenance,2015,13,Stefan Stanciulescu
955,Loose Hamilton Cycles in Regular Hypergraphs,-1,"Combinatorics, Probability & Computing",2015,5,Andrzej Dudek
957,When Cellular Capacity Meets WiFi Hotspots: A Smart Auction System for Mobile Data Offloading,-1,hawaii international conference on system sciences,2015,6,Liangfei Qiu
958,EyeFrame: real-time memory aid improves human multitasking via domain-general eye tracking procedures,-1,Frontiers in ICT,2015,4,P. Taylor
959,Real robots that pass human tests of self-consciousness,-1,robot and human interactive communication,2015,2,Selmer Bringsjord
960,Optimal monitor-based supervisor sythesis for a class of Petri nets with unobservable transitions,-1,"international conference on networking, sensing and control",2015,0,Ning Ran
961,A Smart Work Performance Measurement System for Police Officers,-1,IEEE Access,2015,1,Wei Yuan
962,An Empirical Analysis of Some Nonparametric Goodness-of-Fit Tests for Censored Data,-1,Communications in Statistics - Simulation and Computation,2015,50,N. Balakrishnan
964,Neural interaction between logical reasoning and pragmatic processing in narrative discourse,-1,Journal of Cognitive Neuroscience,2015,8,Jérôme Prado
965,Prevalence of the terrain reversal effect in satellite imagery,-1,International Journal of Digital Earth,2015,6,Miguel-Angel Bernabé-Poveda
966,Embedding a Graph-Like Continuum in Some Surface,-1,Journal of Graph Theory,2015,0,Robin Christian
967,Reorganization of auditory cortex in early-deaf people: Functional connectivity and relationship to hearing aid use,-1,Journal of Cognitive Neuroscience,2015,0,Martha M. Shiell
968,Opinion percolation in structured population,-1,Computer Physics Communications,2015,4,Han-Xin Yang
971,A study on effects of implicit and explicit language model information for DBLSTM-CTC based handwriting recognition,-1,international conference on document analysis and recognition,2015,1,Qi Liu
973,Deblurred Images Post-Processing by Poisson Warping,-1,IEEE Signal Processing Letters,2015,1,Alexandra A. Nasonova
975,Measuring voting power in games with correlated votes using Bahadur’s parametrisation,-1,Social Choice and Welfare,2015,50,Serguei Kaniovski
976,A proof of the strong converse theorem for Gaussian multiple access channels,-1,IEEE Transactions on Information Theory,2015,50,Silas L. Fong
977,An adaptive texture-preserved image denoising model,-1,ambient intelligence,2015,0,Chanjuan Liu
978,Incremental high utility pattern mining with static and dynamic databases,-1,Applied Intelligence,2015,22,Unil Yun
979,Designing an adaptive lighting control system for smart buildings and homes,-1,"international conference on networking, sensing and control",2015,2,Yuan Wang
980,Multistability for Delayed Neural Networks via Sequential Contracting,-1,IEEE Transactions on Neural Networks,2015,50,Chang-Yuan Cheng
981,"Qualifying the performance evaluation of Big Science beyond productivity, impact and costs",-1,Scientometrics,2015,0,Richard Heidler
983,Wireless information and power transfer: from scientific hypothesis to engineering practice,-1,IEEE Communications Magazine,2015,21,Rong Zhang
984,PRLS-INVES: A General Experimental Investigation Strategy for High Accuracy and Precision in Passive RFID Location Systems,-1,IEEE Internet of Things Journal,2015,14,Po Yang
985,Operational research from Taylorism to Terabytes: A research agenda for the analytics age,-1,European Journal of Operational Research,2015,68,Michael J. Mortenson
986,Fast approximate matching of binary codes with distinctive bits,-1,Frontiers of Computer Science in China,2015,4,Chenggang Clarence Yan
987,Networked-based generalised H∞ fault detection filtering for sensor faults,-1,International Journal of Systems Science,2015,15,Tao Li
990,Nonsynonymous Single-Nucleotide Variations on Some Posttranslational Modifications of Human Proteins and the Association with Diseases,-1,Computational and Mathematical Methods in Medicine,2015,2,Bo Sun
991,Edge-Preserving Image Denoising via Group Coordinate Descent on the GPU,-1,IEEE Transactions on Image Processing,2015,50,Madison G. McGaffin
992,When can a relay reduce end-to-end communication delay?,-1,international conference on communications,2015,50,Anas Chaaban
994,Processing of the CFOSAT-SWIM data: Algorithm prototyping and simulations,-1,international geoscience and remote sensing symposium,2015,50,Céline Tison
995,"Fitness workout for fat interfaces: Be slim, clean, and flexible",-1,international conference on software maintenance,2015,0,Spyros Kranas
996,Bonus Payments and Reference Point Violations,-1,Management Science,2015,4,Axel Ockenfels
999,The Squeaky Wheel Gets the Grease-An Empirical Analysis of Customer Voice and Firm Intervention on Twitter,-1,Marketing Science,2015,50,Liye Ma
1000,Design-inclusive UX research: design as a part of doing user experience research,-1,Behaviour & Information Technology,2016,2,Arnold P. O. S. Vermeeren
1001,An optimized stereo vision implementation for embedded systems: application to RGB and Infra-Red images,-1,Journal of Real-time Image Processing,2016,50,Simone Madeo
1002,High order schemes for the tempered fractional diffusion equations,-1,Advances in Computational Mathematics,2016,50,Can Li
1003,Bibliographic Analysis with the Citation Network Topic Model,-1,asian conference on machine learning,2016,50,Kar Wai Lim
1004,Mendeley readership counts: An investigation of temporal and disciplinary differences,-1,Journal of the Association for Information Science and Technology,2016,50,Mike Thelwall
1005,Horton Law in Self-Similar Trees,-1,Fractals,2016,50,Yevgeniy Kovchegov
1006,Multi-objective method for divisible load scheduling in multi-level tree network,-1,Future Generation Computer Systems,2016,10,Shamsollah Ghanbari
1007,Analysis of Range Based Indoor Positioning Techniques for Personal Communication Networks,-1,Mobile Networks and Applications,2016,50,Jacek Rapiński
1008,Beacon deployment strategy for guaranteed localization in wireless sensor networks,-1,Wireless Networks,2016,50,Dayang Sun
1009,Head-gestures mirroring detection in dyadic social interactions with computer vision-based wearable devices,-1,Neurocomputing,2016,4,Juan R. Terven
1010,Continuous knapsack sets with divisible capacities,-1,Mathematical Programming,2016,0,Laurence A. Wolsey
1011,Dilated LMI characterization for the robust finite time control of discrete-time uncertain linear systems,-1,Automatica,2016,4,Damiano Rotondo
1012,Machine learning based data mining for Milky Way filamentary structures reconstruction,-1,arXiv: Instrumentation and Methods for Astrophysics,2016,50,Giuseppe Riccio
1013,Towards an understanding of the relationship between disciplinary research cultures and open access repository behaviors,-1,Journal of the Association for Information Science and Technology,2016,50,Jenny Fry
